team_id,team_name,team_seed,team_region,playin_flag,team_alive,rd1_win,rd2_win,rd3_win,rd4_win,rd5_win,rd6_win,rd7_win,win_odds,timestamp
300,UC Irvine,13,East,false,true,true,0.255024750679,0.0835241315181,0.00464956077711,0.000604007554659,0.000101194689437,0.00000712289399601,140391.374302,2015-03-19 22:23:00.910000
2507,Providence,6,East,false,true,true,0.51361263507,0.208248345566,0.0680339170534,0.0186884292663,0.00666617382833,0.00116146622736,859.980695299,2015-03-19 22:23:00.910000
68,Boise State,11a,East,true,false,false,0,0,0,0,0,0,--,2015-03-19 22:23:00.910000
2168,Dayton,11b,East,true,true,true,0.48638736493,0.191097192868,0.0435378919942,0.00844014163071,0.00298227521944,0.000512841259731,1948.92111306,2015-03-19 22:23:00.910000
201,Oklahoma,3,East,false,true,true,0.90189781321,0.579873082674,0.222516267676,0.0713207260222,0.0350682866964,0.00930383962005,106.482506238,2015-03-19 22:23:00.910000
399,Albany,14,East,false,true,true,0.0981021867898,0.0207813788918,0.00258330516097,0.000289201349912,0.0000430913966648,0.00000266136135594,375746.546558,2015-03-19 22:23:00.910000
127,Michigan State,7,East,false,true,true,0.62245189415,0.181358984927,0.104379997206,0.0346536284615,0.0176144430568,0.00491433755466,202.486225534,2015-03-19 22:23:00.910000
61,Georgia,10,East,false,true,true,0.37754810585,0.0784394768118,0.0322334566476,0.00687640639471,0.00246262935538,0.000433009490954,2308.41820189,2015-03-19 22:23:00.910000
258,Virginia,2,East,false,true,true,0.96373165892,0.733605891718,0.525488797154,0.241778893397,0.155207896321,0.0605879625652,15.5049286634,2015-03-19 22:23:00.910000
2057,Belmont,15,East,false,true,true,0.0362683410801,0.0065956465433,0.00122636710818,0.000105880041667,0.0000193939831788,0.0000015282236697,654353.476917,2015-03-19 22:23:00.910000
